returns,last
"[-138021.50919216004, -137879.80136696005, -137675.03942501385, -138043.4356945504, -137728.51342112717, -137858.78224249507, -138078.437048337, -138097.48258652622, -137653.80687990974, -138043.78172864878, -137819.43836161582, -137786.01651167325, -137862.91869438134, -137627.70788275095, -137764.9579437564, -137449.79832594568, -137722.30723628865, -137786.05226511677, -137963.91392692146, -137853.27248177843, -137763.6184540934, -137374.36084815642, -137758.13082249835, -137967.44443967493, -137843.59502101137, -138036.94768653924, -137819.9689519224, -137981.1392504097, -137740.56582554738, -137931.57499347648, -138108.12897635333, -138033.9200407594, -137848.4687991519, -137468.23507431446, -137774.46771602193, -137801.5568723298, -137808.79907762603, -137807.47915994257, -137964.03396549792, -137811.5883310718, -137758.11519476355, -137703.21183943585, -137806.39892002227, -137777.7842152193, -137992.81485871758, -137662.04305588332, -137915.26866605048, -137653.38318018665, -137608.73518908187, -137589.26923814134, -137691.874162901, -137770.4030383449, -137904.50540500143, -137724.5292107892, -137666.36566066, -137460.56013802256, -137767.6358546524, -138015.58007200508, -137810.42795971216, -137871.70761512837, -137691.5345725384, -137733.60794209148, -137945.64114005075, -137564.43307851243, -137902.47107935353, -137853.47546920576, -137681.90020071756, -137804.80818663127, -137942.58879467365, -137654.20455842576, -137785.8985007102, -137835.9129897016, -137418.28752539426, -137885.64074958544, -137679.9763957363, -137723.01255302018, -137768.70546983054, -138046.5388080185, -137906.9532797729, -137828.37543240987, -138030.98219469158, -137846.30356694595, -137889.4738472058, -138052.27683964357, -137964.18178976988, -137672.1187797433, -137649.93735934317, -137710.70392339103, -137772.6534410884, -137698.90059514673, -137753.8338782171, -137752.717575561, -137753.73330819563, -137626.08636345676, -137704.00975817366, -137698.6259917384, -137760.7426408386, -137907.60923539233, -137616.19756118712, -137657.47889749607]",-137657.47889749607
"[-137615.37551617966, -137753.31251598086, -137762.24307177681, -137785.94754613403, -137778.86560242536, -137867.9605269664, -137764.76300604103, -137786.7473948886, -137490.33579275993, -137864.2912789441, -137892.8302820632, -69350.64993324263, -21255.277278915426, -16653.033468786816, -16712.483199120885, -18246.57784797372, -22375.138705375106, -23282.4667608545, -26252.320667819888, -30982.51160328991, -32230.678873209763, -49661.31342139772, -77110.06632775141, -74343.11204127871, -79552.31015787428, -81605.30692861756, -82598.35793919733, -83949.6628757131, -84099.14446888164, -76005.66414031683, -86612.90607685571, -88328.7713145455, -91684.28599422592, -92799.91834451292, -93796.32154137737, -96556.03266934339, -97558.68781970187, -96404.88233095256, -79971.48094205701, -102264.01491298922, -103023.42251472508, -105357.2801118411, -95767.09154783083, -86241.46719604195, -78300.80060016026, -111496.03198733219, -115049.42746473312, -116868.45150533676, -85067.02729967276, -118549.17661502717, -121377.25110974404, -92633.86020045754, -122438.3687887908, -125792.23060925423, -96869.97898092521, -121671.68699308923, -101357.42793995631, -119504.30655925507, -108046.28018440295, -107985.72328359296, -109704.386882045, -100862.5838565504, -104680.94253854366, -103893.58008044062, -121611.93030251427, -145198.4075797481, -126958.16419977059, -111088.49070135776, -147457.2575612068, -141773.8097213928, -117028.47809496768, -149367.34395728493, -151886.41263544833, -147418.0592452251, -156022.73515447968, -153494.1962360199, -148843.4270378939, -68481.23559257324, -23505.275820541217, -30305.591928356713, -24440.40047570072, -26666.057168936793, -27832.834544450372, -35720.47048575307, -37508.16738479223, -52491.55226141239, -137683.88814969675, -137961.89099303252, -137958.12856178606, -137777.04319710343, -137890.3217306934, -137699.2031936554, -137943.4774467384, -137840.4248214149, -137849.44749002598, -137706.9455476046, -137766.8138353594, -137869.42670746602, -137770.5401035914, -137777.8015542648]",-137777.8015542648
"[-137972.00867601807, -137747.60346981426, -137805.68207962837, -137989.7631730167, -137961.3959563391, -137655.62020462254, -137780.0958339252, -137832.19610642485, -137886.09472079133, -137838.40719102146, -137877.03764038082, -137956.6975021934, -138050.42809205072, -138029.51059830855, -137964.76571359462, -137531.2438642396, -137573.52610607725, -137969.06995325885, -137589.57658348817, -137891.1009422037, -138030.8862768552, -137802.69952399362, -137891.1858579898, -137652.1931589027, -137892.88400856958, -137578.39596101566, -137889.13728477838, -138032.4558164955, -137722.7427034014, -137638.60541961438, -137870.4421653363, -137643.0383814451, -137641.6663037934, -137942.15932317948, -137974.18952772624, -137863.090774772, -137651.14403063458, -137815.9814850418, -137884.62981624514, -137832.3393373606, -137916.26985709363, -138018.50783234288, -137740.79849116708, -137992.32597948698, -137678.82592509288, -137571.565309611, -137834.68950061005, -137645.110102342, -137767.94244001058, -137806.01610460924, -137758.46241066625, -137785.63443770638, -137932.73681811747, -137808.09751511394, -137745.95146641164, -137636.6794951852, -137577.9583726542, -137726.57635523964, -137847.58279876335, -137989.98870731422, -137948.1328637067, -137725.99897982803, -137764.2504859403, -137829.91518495738, -137821.2004684555, -137808.2638276459, -137803.77891669015, -137800.23803005344, -137915.4973946386, -137945.8854183144, -137838.4706615226, -137792.0370776919, -138054.1929515335, -137972.48484419772, -137807.5889959095, -137933.08720656642, -137863.86383417455, -137624.17946046338, -137635.79832529096, -137879.396856161, -137985.3917873352, -137716.47710802607, -137900.68697314034, -137713.13912477958, -137967.70694081718, -137636.4413799693, -137812.9694375425, -137729.91482983326, -137716.6608346623, -137864.03179963588, -138105.7908734436, -137944.25353994273, -137804.19286401954, -137701.05199445738, -137712.6854665834, -137940.23397007468, -137792.04635712, -137971.46759156123, -137505.79485154245, -137590.70755983022]",-137590.70755983022
"[-137754.97607606213, -137903.67394920043, -137845.1434525124, -137951.4395999497, -137813.04568117988, -137543.6764158008, -137684.36667957413, -137633.20528630342, -137866.009199501, -137742.91050457902, -16504.844207239366, -10780.33179149276, -11902.370536100716, -17028.26777769971, -22510.50445840416, -24647.78240976222, -28251.11691771529, -34801.175608644706, -33981.2381816796, -37953.10925333903, -44224.69845629388, -48343.28237061848, -53744.678559013555, -56312.08988125945, -62362.79613646967, -67558.38339905138, -72578.49860217175, -78301.27718442287, -91302.5108263048, -92092.93380789312, -120408.25307888007, -89090.47215167666, -103437.62242855693, -137616.03885839222, -135001.4237254125, -111745.96349731642, -144708.30690436505, -107259.66239533987, -113987.27554725211, -137899.90052947195, -137716.37144888393, -137675.5694140839, -137798.9279783522, -137812.26780836764, -138123.40416569205, -137633.0520681901, -137679.23449737305, -137789.22534654196, -137654.26932600795, -137725.74947037178, -137788.74867826182, -137566.4170887005, -138044.66498952726, -137781.4480157618, -137495.4717187587, -137731.1974596615, -137853.15765686453, -137869.5978346526, -137918.99123407836, -137691.15541376141, -137894.4247833344, -137812.33053036022, -137914.84538328758, -137869.65074749806, -137802.30996414542, -137630.91310464038, -137636.42259372046, -137572.97800064395, -137869.51540207598, -137421.8547786353, -137669.1399852351, -137784.14654528146, -137852.2659381744, -137846.92207239047, -137726.65377985343, -137807.32576759873, -137826.55519394713, -137911.22794082464, -137771.23423586294, -137842.64469030843, -137698.09032055532, -137629.48028099764, -137812.5049282589, -137375.92295048185, -137743.3136710868, -137730.17726338166, -137794.48012750747, -137860.25251633604, -137910.81072987587, -137785.54605362169, -137756.62763965895, -137776.01975209144, -137768.56074101245, -137694.55867973334, -137804.00009455637, -137661.71449916155, -137725.82150071964, -137758.2920909778, -137628.98425072062, -137645.24374812364]",-137645.24374812364
"[-137792.64731343044, -137779.11799971422, -137927.2779744868, -137680.91885417665, -137769.46048003034, -137663.81272342926, -137960.043426424, -137803.45148799877, -137768.2704422221, -137832.33256213932, -137611.3153497404, -137545.01199059945, -137898.27461736277, -137844.2458266836, -137710.3497801449, -137939.66560029468, -137806.10021883316, -137939.92147981207, -137735.15770836064, -137767.42660664153, -137910.9260598295, -137678.98194540487, -137836.88930792068, -137904.62192171533, -137824.0845021434, -137835.4883466371, -137806.5596762951, -137724.8758696671, -137720.08345410955, -137775.09551740612, -137985.82002676566, -137919.9960921391, -137722.21486302602, -137869.4060655643, -138027.51310714014, -137955.8959807737, -137792.22511337846, -137882.80913057228, -138048.5734409927, -137918.7975788657, -137633.71251336206, -137714.09845438815, -137764.5748962518, -137705.14885882832, -138100.24519283784, -137499.94457786213, -137648.60201592755, -137765.41943486856, -137821.37903540907, -137864.65359391875, -137978.06118920457, -137916.46004225663, -137773.72208502502, -137961.10217158403, -137778.666510979, -137741.1698683644, -137735.17144276915, -138075.2609529187, -137769.09895001346, -137792.94002570637, -137688.3127303594, -137801.5681609494, -137846.8055927513, -137873.9366960858, -138024.79330655411, -137881.37305550498, -137781.12732905595, -137760.30920688252, -137813.02689967962, -137764.12295990667, -137842.59713067496, -137693.34178452293, -137777.71794696696, -138037.37911319247, -137798.79316002456, -137830.11393931345, -137780.89530733132, -137670.3943601479, -137818.86152080912, -137817.27455664557, -137708.26240471692, -137877.9537810448, -137854.1460160937, -137768.03767876345, -137819.7310386412, -137774.98436668667, -137748.4902975748, -138006.91445445237, -137884.338392125, -137813.4269682534, -137828.20605892013, -137846.2932271322, -137768.26532627118, -137680.43830133544, -137893.07358011982, -137676.25266847396, -137662.82497386102, -137736.3049513714, -137960.76769416247, -137920.01326561449]",-137920.01326561449
"[-137726.23433873997, -137697.88333476477, -137779.5928634053, -137828.50898558027, -137842.5693884894, -138043.39789978135, -137771.71000664413, -137688.07243931302, -137753.1650399275, -137953.7842842157, -138011.31296387716, -137830.77170897077, -137919.6509520979, -137750.69406424748, -137940.0263684428, -137817.1854314383, -137596.9609560352, -137729.580259363, -137793.81434651368, -137735.52804700466, -137777.34280604002, -137521.84153159213, -137637.01877995266, -137850.0674889837, -137733.18029523734, -137673.6087704475, -137479.53174594053, -137748.67090515728, -137602.3050961455, -137919.0707487494, -137984.0395183369, -137836.6718971374, -137714.29834699462, -137696.19873333603, -137841.2800661359, -137649.81080405702, -137775.32173922937, -137564.28763349485, -137959.1111323241, -138080.2621916332, -137937.65987778865, -137642.23767738452, -137681.5042852394, -137973.8556252295, -137960.73225897705, -137905.28426870905, -137643.72854240125, -137845.5471705156, -137864.95880992588, -137702.7825619341, -137964.3643575522, -137846.9328905623, -137493.25819191211, -137872.9214915406, -137452.53327661275, -137866.0496667956, -137801.94725785655, -137794.49478519693, -137856.90210375862, -137468.5442261493, -137933.2567190732, -137742.20253343665, -137873.6095807416, -137913.90730455914, -137645.8284824061, -138091.7548239808, -137893.2482605138, -137690.30868340543, -137583.6046063639, -137869.45811358566, -137787.90579186592, -137907.064845451, -137903.131719192, -137571.3234093518, -137712.49857532975, -137780.59232164774, -137891.50467503944, -137717.38342850684, -137585.57561925217, -137730.45722097225, -138079.58503464278, -137907.40760207173, -137961.41542123628, -137897.75697007828, -137533.21474292572, -137696.3785267465, -137833.97359497112, -138081.96341327066, -137852.65484819937, -137718.12075184233, -137768.06951886113, -137932.22944259646, -137886.17879119678, -137772.7246978722, -137784.86993390328, -137772.39772292422, -137844.76075189756, -137805.29700659428, -137980.1185266783, -137880.32207888004]",-137880.32207888004
"[-137976.92525848193, -137565.00802538946, -137892.77595159187, -137793.8640911977, -137793.80877060685, -137744.81366250417, -137822.73567103714, -137639.42836448754, -137854.70504971885, -137808.09155137834, -137833.43827575608, -137670.49926245285, -137920.9357405183, -137791.5228066866, -137876.43072273143, -137702.03674762108, -137863.03813571853, -137876.63586092112, -137743.92381075994, -137926.4720478162, -137780.3328401264, -137871.89976039104, -137496.23742733305, -137755.95815008396, -137663.6530044522, -137562.90687024425, -137930.48809186075, -137398.25716656796, -137715.73871417544, -137966.95725494754, -137814.41385692003, -137703.66644978177, -137796.77323160984, -137807.61486661475, -137973.9547308427, -137800.01646878052, -137773.10373215826, -137670.28793396073, -137847.546640733, -137830.8272902722, -137854.62803250575, -138006.6970383422, -137809.99781992607, -137702.68945690227, -137758.98540644223, -137806.3478882869, -138094.61257852305, -137681.44133887233, -137866.84647529395, -137772.33660563827, -137716.29879189664, -137712.1698682905, -138049.85029492812, -137689.43366619342, -137703.0386397474, -138056.51728695165, -137723.04081590284, -137668.82890724234, -137478.90077615168, -137927.71445985607, -137751.43623809263, -137692.10014982976, -137924.6589824642, -137834.290097826, -137987.54104158666, -137695.41987492045, -137504.20475614478, -137894.6962091921, -137916.97187447952, -137723.44696016045, -137872.4287298572, -137841.83547598176, -137796.7247342909, -137893.3860473855, -137966.51868292544, -137723.7213279022, -137859.18557932804, -137808.7785284321, -137712.92370190684, -137848.82649028418, -137660.5569180803, -137763.8612184675, -137713.16040045905, -137676.60720044043, -137778.81997861568, -137656.51541208118, -137816.55781610234, -137715.2828693602, -137636.98077043836, -137539.2400890445, -137934.22685289005, -137790.69577745945, -137646.0737630177, -137916.94578781462, -137732.8177964287, -137944.85985028595, -137965.71013511257, -137638.39017735337, -137723.9509640155, -137891.83797991477]",-137891.83797991477
"[-137538.8110415289, -137878.9227154352, -137820.35474748389, -137827.62713451267, -137719.82314089366, -137814.93183147514, -137911.7519100107, -137933.1527210046, -137963.97093037798, -137930.68004053563, -137912.58002648278, -137809.52981321653, -137806.07804130012, -137844.37387597447, -137996.32648541563, -137982.69734768957, -138027.75286177025, -137705.93521546453, -137937.42273173833, -137796.88107443874, -137716.39668588722, -137679.79531182046, -138004.1286774343, -137791.40885940005, -137919.26535431735, -137753.99398717942, -137819.5100561771, -137697.17722711977, -137789.36648008597, -137783.05275016668, -137431.4502126503, -137655.61743961775, -137921.1304067924, -137817.61341673226, -137900.6619110786, -137787.1091061044, -137855.410233382, -137680.54861114072, -137968.71746578472, -137971.43221133287, -137866.62235415576, -137950.8728208973, -137724.3939950581, -137899.1799925551, -137780.96648953404, -137800.73670507758, -137633.7890526023, -137660.59966218515, -137921.061944986, -137588.18800183575, -137754.98615063707, -137986.38951368572, -137835.6847784187, -137648.93446764615, -137628.9297763188, -137867.96775321563, -137598.77326314358, -137691.26199393749, -137869.62695321685, -137691.91141698672, -137875.23411692577, -137855.67498816637, -137773.11987027482, -137828.0644870774, -137845.661754044, -137957.32528225434, -137763.65748667112, -137762.69611952704, -137960.7144850633, -138121.59529998657, -137638.89912365357, -137883.50292998026, -137888.82699565514, -137699.40090771747, -138019.0409967125, -138064.64253808244, -137866.57857625347, -137794.9259562796, -137774.01969379978, -137937.4221276737, -137775.63645252323, -137825.6220081282, -137888.8357922751, -137888.17666267796, -137732.76595948957, -137784.26899011916, -137826.0142767416, -137772.04486476118, -137920.18323879855, -137504.94397131688, -137656.2620078612, -137819.69983924803, -137986.43831499692, -137734.37981979415, -137749.64227784687, -138049.055724023, -137501.15863401533, -137892.93431452833, -137740.6548254727, -137688.96979540613]",-137688.96979540613
"[-137872.3050973128, -138016.48262948505, -137763.86428333772, -137849.92000891478, -138036.2062362928, -137859.11883601965, -137791.04545866442, -137746.5473759703, -137609.59226589047, -137662.34728821437, -137590.79128504495, -137845.78698047416, -137640.57778177797, -137708.3005675372, -137718.0091789346, -137772.10749308072, -137788.60686488464, -137761.37413615145, -137674.73579297026, -137613.2549673587, -137953.21147810217, -137761.51289370866, -137899.34224975272, -137531.31520588373, -137826.97152719757, -137934.70359777755, -137643.79458436105, -137665.50081410437, -137630.90643334086, -138076.50746658517, -137974.1335907584, -137728.2534125407, -137715.6021641404, -137837.86984200685, -137683.69270683124, -137908.7731105361, -137951.2361835581, -137931.13435525284, -137789.24087167808, -137712.375736733, -137955.92870738247, -137772.8451135331, -137857.1619002789, -137798.3334380336, -137790.51154144862, -137839.71081205131, -137973.49742848825, -137771.19393715227, -137681.48333562585, -137840.70160978733, -137978.10625458762, -137532.84783226642, -137863.96378695848, -137614.10177158986, -137805.1444209781, -137902.36693024, -137801.89148456257, -137589.12434515925, -137830.18267153902, -137933.07205840235, -137798.423246261, -137698.94117977438, -138030.11943396542, -137524.86334902348, -137683.3356808052, -138042.0699859097, -137829.94505498503, -137662.59663421282, -137451.5214419363, -137837.85687698433, -80766.94151434187, -37303.999297584895, -33848.37445249312, -72567.49928553295, -76203.67264916786, -77353.15559670127, -93730.19138939165, -86008.33039929996, -105539.66168135821, -108598.16553567663, -107689.20056388609, -107566.54808895837, -97412.90345261163, -97629.86346678116, -97615.54958558042, -97594.8718298248, -97606.50503058993, -97660.572705251, -69685.88910724517, -68398.72037299855, -69856.32210056996, -70923.92304750766, -67928.22153488638, -53746.85428721497, -24355.56792773441, -15776.177136404882, -13580.75117982741, -11523.16584390753, -13600.114001205458, -97805.12702337318]",-97805.12702337318
"[-137847.1275749551, -137879.43490821894, -137713.88950222358, -137710.2980697954, -137675.71726452393, -137809.1022604519, -137757.08819136463, -137786.41108326818, -137912.70592450548, -137895.57716486024, -137775.30540915523, -137676.7429548951, -137934.84302058117, -137777.01476843175, -137908.76558949932, -137801.89691563832, -137902.72446887445, -137751.4955907515, -137780.36681290355, -137941.24833535924, -137773.09979362605, -137759.92041204096, -137661.21583534247, -137931.5774215473, -137945.39574845092, -137774.3753141589, -137788.47982965765, -137669.04359070244, -137855.52191299605, -137836.2904653545, -137591.8414844436, -137810.9224037311, -137817.22848870713, -137855.71568515693, -137886.53886516267, -137999.49884739312, -137738.99675016382, -137674.31398395915, -137797.17766934587, -137786.82790418167, -137562.02666852574, -137727.2884063406, -137819.24827342227, -137678.24046660846, -137954.90288932528, -137778.3608112808, -137788.23273400942, -137659.68131314093, -137526.98535411374, -137771.43113963748, -138017.88492602253, -137393.55491820176, -137793.18493472712, -137748.94968369964, -137863.41745427635, -137636.58597438334, -137694.6952937883, -137822.569611543, -137728.79229122776, -137644.24183373284, -137644.06032946068, -137947.5234079038, -137953.1060516144, -137687.60737940617, -137942.45870012228, -137364.75495737704, -137521.0591343529, -137705.86311680038, -137582.54322066205, -137642.93657984235, -137612.17587469897, -137784.9810570622, -137658.51527983605, -137685.17888421513, -137708.56638480976, -137648.91179467106, -137706.01424177524, -138150.17232453253, -137697.66589222985, -137778.53132836494, -137693.31931197984, -137953.87837251974, -137661.6331400006, -137998.88177949516, -137830.40980483036, -137978.1338540404, -137761.9856148251, -137924.01439526683, -137806.40598218044, -137655.08661124934, -137870.9959777416, -137789.7855571901, -137740.82319975327, -137631.70544522535, -137966.6275333715, -137864.997074145, -137699.34881809162, -137637.90511078757, -137885.21152737935, -137780.5240202457]",-137780.5240202457
"[-137557.9197469872, -137732.29244192902, -137735.32158792714, -137979.23991156448, -137948.31382304247, -137625.07671678154, -138007.43528754028, -138004.69897253797, -137970.04969714727, -138132.25038157133, -137604.52172310368, -137888.88747814277, -137841.25425475906, -137681.3119319094, -137638.2798338178, -137868.76257618173, -137874.20160088522, -137905.96425001574, -137769.5017937942, -137793.97264967184, -137900.57122251284, -137958.7013444043, -137919.62834151438, -137728.56864849365, -137735.70616941073, -137910.9168489295, -137857.5306418055, -137830.38067309913, -137849.2815445435, -137951.61650632665, -137662.77536296562, -138146.915814232, -137829.15506496668, -138002.58301201358, -137728.87538642384, -137847.13421876632, -137868.5517520194, -137732.90687712372, -137832.23858229013, -137745.20748024728, -137845.25848509595, -138010.23435509208, -137743.01084337686, -138008.94339298998, -137765.85918795635, -137808.4669807003, -137752.96654468603, -137822.17175621173, -137679.25206655508, -137656.8121496177, -137753.72375503508, -137673.916452073, -137918.7138202314, -137819.92497192931, -137885.0558466658, -137793.73647624065, -137740.0419546574, -137883.8325517485, -137800.25372356325, -137864.17687954425, -137615.8903670109, -137835.50277470078, -137727.51686455545, -137698.15832498716, -137823.4632773293, -137752.38461680576, -137728.56770650425, -137742.0553731432, -137524.6776600882, -137909.60128538669, -137966.69213348345, -138063.2239855632, -137836.3392238724, -137942.44036173317, -137975.3513312338, -137948.7369639492, -137857.86664014688, -137717.5061834199, -137787.76400492512, -137750.1195106616, -137896.76831704384, -138041.52240470628, -137856.49266474877, -137579.0199043139, -137669.16808245328, -137844.65237257324, -138028.40883412768, -137855.4994351132, -137923.74455031555, -137717.6166393612, -137540.46258934934, -137824.97743200365, -137829.20557810838, -137915.91272569186, -137743.5718715382, -138031.9632601475, -137872.28404371493, -137766.21072166087, -137815.9910369783, -137696.43470743022]",-137696.43470743022
"[-137561.68935650415, -137958.4059967552, -137749.21811660822, -137724.24057683797, -137825.76465297292, -137540.14451384445, -137867.10027516825, -137758.60213204368, -137868.20294541042, -137857.06767903286, -137787.26006286967, -137644.8843662535, -137749.44678428935, -137890.01114343407, -137629.77909359697, -137865.36201739198, -137860.05105093378, -137786.3973856384, -137611.11061431418, -137635.9505885515, -137747.6967850366, -137899.2386805316, -137818.86734453888, -137680.59103661394, -137633.65834531724, -138004.85925271292, -137938.85492259284, -137691.5362436718, -137924.84495985418, -137829.2239116918, -138175.34839302246, -137858.97450891507, -137879.8992440793, -137555.55236221902, -29416.38487632095, -19762.22498985316, -19671.763379801178, -20930.971018887034, -20355.686463223454, -21150.719762116503, -21962.08142690079, -22787.872847766066, -23149.328413445455, -14752.439579810147, -27588.513384448284, -21375.8849230216, -22022.465328398433, -23422.072467059385, -23788.926731498257, -24079.421291121922, -24687.43059640777, -24216.61973401285, -24342.418743991228, -24753.03222105261, -24470.27655834874, -25157.39085936633, -25160.73327901902, -25586.126783146363, -26412.193947038948, -26903.067535073173, -27357.177037308138, -28501.654883462343, -44450.35838766221, -40580.43464692171, -38703.03596103431, -37078.50326152979, -41084.7047755184, -37957.10097257866, -41087.152335376835, -39666.8122352351, -39733.2785643183, -40923.7066034085, -40726.0164881061, -41462.834273296525, -45348.529043827744, -43261.45584983925, -44233.153781446934, -44549.97420261518, -48916.139030703336, -44928.05791679573, -45851.52029764074, -48852.07427298081, -49147.73908994298, -48507.393410692246, -49093.84720192466, -49809.41258882497, -50856.48158031869, -51963.38881372874, -52631.124831963076, -54102.17523300442, -51615.2892741234, -52774.41012948637, -54503.87189888177, -57539.64249509875, -55717.337043038446, -54154.12494231681, -56036.49285327202, -56836.50945525225, -58743.619914381634, -57266.58489723777]",-57266.58489723777
